Date,SPY,QQQ,IWM,DIA,VTV,VUG,MDY,EFA,VEA,IEV,EWJ,EWU,EEM,VWO,FXI,EWZ,INDA,AGG,BND,IEF,TLT,SHY,LQD,VCIT,VCSH,HYG,JNK,SJNK,GLD,SLV,DBC,USO,PDBC,VNQ,IYR,SCHH,IGF,PAVE,UUP,BIL,SHV
2025-09-03,636.6853,567.3376,231.268,446.9205,178.0715,76.3244,584.91,87.7173,56.681,61.7836,74.7134,39.8292,49.0495,50.2843,38.2053,27.7444,52.62,96.02,71.2679,92.8781,83.4294,80.3067,105.6787,79.9798,76.7504,76.7723,91.9837,24.0134,328.14,37.34,21.6416,74.83,12.8318,87.3761,93.8357,20.6446,57.8619,45.5227,26.5918,88.6773,106.8096
2025-09-04,642.0064,572.4729,234.1579,450.6576,179.3939,77.0032,593.3745,88.3554,57.0309,62.114,75.4803,40.0323,48.8925,50.0699,37.6358,27.9167,52.59,96.4071,71.5389,93.2946,84.0654,80.3649,106.4012,80.4219,76.895,76.9818,92.2393,24.0606,326.69,36.93,21.4868,74.18,12.7452,88.0307,94.5002,20.761,58.056,46.2366,26.6305,88.6967,106.829
2025-09-05,640.1469,573.2989,235.3258,448.6263,178.816,76.7692,596.163,88.7519,57.303,62.3765,75.9118,40.187,49.481,50.6449,38.1955,28.3569,52.48,96.8619,71.8776,93.7499,85.3472,80.4814,107.0948,80.7392,77.001,77.02,92.334,24.0795,331.05,37.21,21.3127,72.63,12.6297,89.0223,95.5262,20.9938,58.0948,46.2465,26.4951,88.7258,106.8872
2025-09-08,641.7196,576.0954,235.8009,449.8195,178.5809,77.262,596.3113,89.6414,57.857,62.8138,77.6183,40.3418,49.9322,51.1419,38.7257,28.3091,52.89,97.1909,72.1099,94.0405,86.4844,80.5299,107.4705,80.893,77.0203,77.02,92.3435,24.0795,334.82,37.51,21.4578,73.04,12.7259,88.5024,94.9692,20.858,58.0366,46.2068,26.4081,88.7354,106.9066
2025-09-09,643.2031,577.7276,234.4153,451.6041,178.7376,77.5442,590.8726,89.3417,57.7015,62.7361,76.7554,40.3805,50.2068,51.3368,39.2461,28.2708,52.71,96.9973,71.9744,93.8177,85.9929,80.462,107.2778,80.7968,76.9721,76.9342,92.2299,24.0606,334.06,37.18,21.5159,73.39,12.7548,88.3003,94.7933,20.8289,58.1627,45.5921,26.5145,88.7451,106.8969
2025-09-10,645.0626,577.9166,233.9996,449.5532,180.0502,77.5342,590.6254,89.3223,57.7404,62.532,77.0431,40.3708,50.5501,51.5707,39.0006,28.5101,53.16,97.1909,72.1002,94.0695,86.4844,80.4717,107.5957,80.9795,77.0106,76.9914,92.3151,24.07,335.26,37.41,21.661,74.71,12.8511,88.1559,94.6565,20.8192,58.5703,46.0085,26.5338,88.7548,106.9163
2025-09-11,650.4231,581.2805,238.3247,455.4594,182.2542,77.9789,600.593,90.2699,58.3819,63.1831,77.9634,40.806,51.2857,52.2138,40.0022,28.7589,53.24,97.3747,72.2551,94.2149,87.0626,80.5008,108.0967,81.2198,77.0685,77.1819,92.5802,24.0984,334.76,37.79,21.4965,73.0,12.7452,89.7636,96.2102,21.1296,59.0943,46.7423,26.4468,88.7645,106.9357
2025-09-12,650.2054,583.848,235.89,452.8958,181.1473,78.2478,593.9183,89.9122,58.1389,62.9596,77.4266,40.5642,51.2563,52.1164,39.7567,28.7398,53.15,97.2876,72.1679,93.9436,86.6868,80.4911,107.904,81.0756,77.0492,77.1057,92.5045,24.1078,335.42,38.34,21.6223,73.31,12.8126,89.3496,95.7509,21.052,59.2786,46.1275,26.4855,88.7936,106.9551
2025-09-15,653.6671,588.844,236.8896,453.6353,180.7947,79.0278,593.7601,90.5116,58.6054,63.4455,77.9922,40.7093,51.629,52.4672,40.0414,29.1991,53.43,97.4521,72.3034,94.0986,86.8891,80.5202,108.2411,81.2679,77.1263,77.3247,92.7886,24.1645,338.91,38.76,21.8158,74.23,12.9474,89.2052,95.5946,20.9841,59.3465,46.3457,26.3984,88.8033,106.9745
2025-09-16,652.7672,588.3464,236.4995,452.3633,180.5988,78.8967,592.1285,90.2602,58.5374,63.2414,77.9922,40.5159,52.0115,52.7985,40.3066,29.3714,53.87,97.4908,72.3131,94.1567,87.0723,80.559,108.1448,81.2583,77.1552,77.2676,92.7223,24.1456,339.59,38.6,22.0383,75.67,13.0725,88.7335,95.1374,20.9065,58.9099,46.0879,26.234,88.813,106.9939
2025-09-17,651.9562,587.1721,237.1049,454.8086,181.3824,78.5913,591.6143,89.9218,58.3333,62.9693,77.8196,40.4192,52.2371,53.1299,40.8662,29.6107,54.02,97.3167,72.1873,93.9533,86.8506,80.5202,107.9521,81.1045,77.0781,77.1914,92.6086,24.1267,336.97,37.79,21.8061,74.97,12.957,88.618,95.0292,20.858,58.9196,45.8499,26.3211,88.8227,107.0035
2025-09-18,655.0024,592.4666,243.0105,456.1595,182.0191,79.0045,598.8625,90.2699,58.5179,63.2803,78.1264,40.2934,52.1096,52.8862,40.336,29.4958,53.74,97.0457,72.0034,93.6433,85.9543,80.4911,107.7306,81.0372,77.0492,77.3628,92.817,24.1739,335.62,37.99,21.7094,74.69,12.8752,88.8105,95.0685,20.8774,58.6382,46.5638,26.4468,88.8324,107.0132
2025-09-19,658.2465,596.4772,241.1644,457.7693,181.882,79.7264,594.3204,89.9218,58.2513,63.0471,77.4553,40.0033,51.9919,52.8177,40.1887,29.6011,53.94,97.0457,72.0325,93.6046,85.7905,80.5202,107.6439,81.0276,77.107,77.3914,92.8832,24.1834,339.18,39.04,21.5352,73.52,12.7645,88.2329,94.5277,20.7513,58.5606,46.425,26.5241,88.8712,107.052
2025-09-22,661.3608,600.0084,242.5639,458.4911,182.0093,80.3338,593.8346,90.2119,58.5638,63.2512,77.8963,40.2451,52.2469,52.9646,39.9138,29.4671,53.5,96.9296,71.897,93.4496,85.4821,80.4814,107.403,80.893,77.0492,77.4485,92.9779,24.2022,345.05,40.04,21.5352,73.45,12.7548,88.2521,94.5572,20.7998,58.9487,46.663,26.4274,88.8808,107.0617
2025-09-23,657.7606,596.0229,242.018,457.7001,182.4501,79.4874,593.5273,90.0379,58.4759,63.222,77.7429,40.1097,52.2763,52.9548,39.3738,29.9743,53.06,97.0844,72.0421,93.7111,86.0796,80.5105,107.615,81.0276,77.0685,77.3914,92.9211,24.1928,346.46,39.96,21.7577,75.05,12.8896,88.7335,95.1964,20.955,59.036,46.5836,26.4081,88.8808,107.0617
2025-09-24,655.6678,593.9305,239.7947,455.8707,182.0975,79.1439,588.9763,89.5157,58.0658,62.8624,77.5128,39.9936,52.0997,52.8568,39.8352,29.7159,52.74,96.9006,71.897,93.4593,85.752,80.4717,107.1815,80.7968,76.9914,77.2866,92.7791,24.1645,343.32,39.82,21.9028,76.39,12.9762,87.8607,94.2425,20.785,59.0069,46.2366,26.6015,88.9002,107.0714
2025-09-25,652.6429,591.3699,237.502,454.2986,181.2551,78.7075,585.6846,88.8776,57.6752,62.289,77.1389,39.6938,51.7957,52.5532,39.9334,29.2661,52.49,96.7651,71.8195,93.2559,85.752,80.4037,106.9888,80.6142,76.895,77.0676,92.4855,24.0984,344.75,41.03,22.0576,76.99,13.0725,87.5983,93.9869,20.7068,58.7449,46.0085,26.7852,88.9002,107.0811
2025-09-26,656.382,593.801,239.5366,457.1166,182.7538,79.0643,591.6038,89.5641,58.0169,62.9207,77.1198,40.216,51.6976,52.4552,39.5996,29.4097,52.25,96.8328,71.8195,93.2074,85.6749,80.4523,107.1333,80.6815,76.9432,77.2199,92.656,24.1361,346.74,41.86,22.0673,77.02,13.0821,88.4633,94.9505,20.912,59.2107,46.6729,26.6885,88.9293,107.1199
2025-09-29,658.2267,596.551,239.8145,457.8682,182.8847,79.4176,590.2752,89.9122,58.3099,63.1929,77.1869,40.2644,52.1684,52.8373,40.2378,29.6585,52.16,97.0167,72.0034,93.4786,86.3784,80.4814,107.4898,80.8545,77.001,77.3533,92.8548,24.1928,352.46,42.5,21.8835,74.59,12.9762,88.4925,95.039,20.9413,59.104,46.8514,26.6305,88.939,107.1296
2025-09-30,660.7061,598.185,240.152,458.5603,183.6034,79.6768,590.9594,90.2796,58.515,63.6399,76.8993,40.5933,52.3744,53.0724,40.3949,29.6681,52.06,97.007,71.9744,93.4399,86.1278,80.5202,107.3838,80.8545,77.0492,77.3247,92.7886,24.1739,355.47,42.37,21.7964,73.75,12.9281,88.8521,95.4618,21.0781,59.3077,47.2282,26.6015,88.939,107.1393
2025-10-01,662.9575,601.0545,240.6781,459.0745,183.9775,80.0506,592.8828,91.0241,58.9544,64.398,76.8993,41.1059,52.7863,53.4054,40.6306,29.2661,52.39,97.2546,72.1559,93.7547,86.3502,80.6137,107.815,81.1305,77.204,77.4692,92.9676,24.2176,356.03,42.91,21.7577,73.14,12.9088,88.9881,95.511,21.0781,59.5018,47.2083,26.5918,88.9594,107.1656
2025-10-02,663.7211,603.5255,242.1966,459.915,183.6428,80.2865,593.6561,91.1691,59.0814,64.5827,76.8417,40.8737,53.0315,53.5523,40.9939,28.9407,52.3,97.3614,72.2336,93.8519,86.6017,80.6332,107.989,81.2174,77.204,77.4405,92.9199,24.2081,354.79,42.53,21.6126,71.54,12.803,88.5216,95.0095,20.9706,59.4242,47.4562,26.6305,88.9692,107.1753
2025-10-03,663.7112,600.9848,243.9931,462.2883,184.6273,79.9808,595.5697,91.933,59.6283,64.9423,78.4044,41.2413,53.1884,53.6699,40.6698,29.0269,52.45,97.2546,72.1462,93.6673,86.4373,80.604,107.8537,81.1209,77.1653,77.3544,92.8057,24.1796,357.64,43.52,21.6803,71.71,12.8511,88.8521,95.4225,21.0586,59.7832,47.5455,26.5822,88.9886,107.2142
2025-10-06,666.0915,605.4983,244.9658,461.6257,184.4304,80.5739,596.4521,92.1457,59.7454,64.6993,79.8329,41.1832,53.4336,53.856,40.6502,29.0077,52.76,97.041,71.9812,93.3952,85.7507,80.5845,107.5056,80.9568,77.1072,77.3735,92.8247,24.1891,364.38,44.06,21.9028,72.87,12.9859,88.0162,94.3998,20.8534,59.8123,47.5653,26.7079,89.0081,107.2045
2025-10-07,663.6219,602.31,242.3356,460.7654,184.263,80.0921,590.0075,91.3432,59.2279,64.2619,78.577,41.0575,53.0217,53.5621,40.1887,28.4048,52.88,97.206,72.1171,93.6284,86.2439,80.6234,107.7087,81.063,77.1846,77.2874,92.72,24.1701,366.26,43.39,21.9899,73.2,13.0244,87.6955,94.1344,20.8045,59.7638,47.1687,26.8626,89.0081,107.2142
2025-10-08,667.5792,609.2147,244.8764,460.8643,184.1744,80.9194,595.8572,91.6139,59.4134,64.6701,78.3757,41.28,53.4434,53.8658,40.3066,28.5866,52.63,97.2158,72.1171,93.6478,86.3116,80.6137,107.5733,80.9665,77.1556,77.1726,92.5867,24.1416,372.3,44.56,22.0189,73.53,13.0532,87.2387,93.7214,20.7068,60.0161,47.8628,26.9206,89.0275,107.2337
2025-10-09,665.6452,608.4774,243.2983,458.323,183.1702,80.8231,589.3729,90.8597,58.9056,63.9121,78.1839,40.69,52.8942,53.3956,39.7763,28.3952,52.81,97.0992,72.0686,93.5798,86.2439,80.604,107.3606,80.841,77.1072,76.9525,92.301,24.0657,365.43,44.71,21.8158,72.51,12.9377,86.7625,93.2297,20.6091,59.5697,47.2381,27.1043,89.0275,107.2434
2025-10-10,647.6542,587.3546,236.0132,449.7895,180.0394,78.1534,572.8547,89.187,57.7923,63.1929,75.1256,40.3611,50.9424,51.4659,37.6358,27.553,52.77,97.4973,72.3501,94.1628,87.6365,80.7402,107.6603,81.0051,77.1556,76.5027,91.7298,23.9327,369.12,45.43,21.3514,69.39,12.6682,85.6545,92.1284,20.3746,59.2592,46.0284,26.9689,89.0664,107.2921
2025-10-13,657.5919,599.819,242.5837,455.5345,181.6836,79.6801,583.9098,89.9025,58.3978,63.6011,76.0172,40.6126,52.4234,52.896,38.8141,27.9263,52.97,97.6817,72.4666,94.2114,87.5881,80.896,108.0277,81.2367,77.3008,76.9812,92.282,24.0562,378.09,47.26,21.6223,70.28,12.8174,86.1988,92.6889,20.482,59.6474,46.6729,27.0656,89.0762,107.2823
2025-10-14,656.7886,595.8237,246.0476,457.5419,183.249,79.0588,589.3233,90.3086,58.5736,63.9121,76.7363,40.6803,51.9526,52.4258,38.6864,27.8497,52.78,97.8371,72.5734,94.4543,87.8686,80.8376,108.3854,81.3814,77.3491,77.0673,92.3391,24.0846,380.79,46.8,21.3804,69.0,12.6778,87.0832,93.6525,20.6873,59.9773,47.3075,26.9883,89.0762,107.3115
2025-10-15,659.7044,600.0283,248.4595,457.5419,183.7609,79.4891,589.8588,90.7437,58.9837,63.9995,77.9347,40.6416,52.8059,53.2193,39.0792,28.0603,53.76,97.7982,72.5249,94.3474,87.6751,80.7987,108.3854,81.4297,77.3588,77.3161,92.6819,24.1606,387.39,48.33,21.4578,68.99,12.7163,88.3467,94.9997,21.0097,60.3945,47.3769,26.9109,89.0859,107.3018
2025-10-16,655.2116,597.8064,243.2289,454.427,181.8608,79.0904,582.6109,91.2175,59.2376,64.4952,78.1839,40.6126,53.1492,53.3956,39.2658,27.9837,54.07,98.1477,72.7967,94.7847,88.3327,80.9058,108.6949,81.6323,77.4652,77.0386,92.3963,24.0941,396.45,49.17,21.4191,67.81,12.6971,88.0357,94.7145,20.9316,60.0258,46.8613,26.8046,89.0956,107.3212
2025-10-17,658.9308,601.7321,241.5912,456.7763,182.7666,79.4492,583.8503,91.3818,59.2865,64.4758,78.6154,40.69,53.1394,53.2683,39.2756,28.4335,54.45,98.0118,72.6996,94.6292,88.1974,80.896,108.4821,81.5165,77.4072,77.2396,92.5867,24.1416,388.99,46.99,21.3998,67.98,12.6971,88.6091,95.334,21.0879,60.2005,46.772,26.8336,89.1151,107.3699
2025-10-20,665.7841,609.3143,246.3057,461.9596,184.1252,80.5224,590.8799,92.136,59.804,64.8062,80.0918,40.777,53.8652,53.905,39.7567,28.9216,54.74,98.1768,72.7967,94.7555,88.5358,80.9058,108.8109,81.642,77.4749,77.3926,92.7866,24.1796,403.15,47.72,21.6126,67.83,12.8222,89.5033,96.337,21.2834,60.2878,47.5157,26.9013,89.1345,107.3796
2025-10-21,665.7741,609.155,245.1444,464.1357,184.3221,80.4875,592.9621,91.4592,59.2669,64.3689,79.1618,40.5836,53.2669,53.425,39.2167,28.6536,54.48,98.2739,72.8841,94.9304,88.971,80.9252,108.8302,81.6902,77.4749,77.2778,92.7105,24.1701,377.24,43.79,21.3901,68.27,12.6971,89.2506,95.9929,21.1759,59.6085,47.7735,27.0076,89.1345,107.3893
2025-10-22,662.3128,603.2864,241.5217,460.7329,183.7609,79.9027,586.2299,91.3238,59.2865,64.3494,78.7879,41.0188,53.2178,53.3956,39.0203,28.7398,55.29,98.2642,72.8841,94.9498,89.029,80.9252,108.9366,81.7095,77.4942,77.2013,92.6152,24.1226,377.28,43.88,21.7287,70.63,12.8896,89.6296,96.4157,21.2638,59.9287,46.782,26.9786,89.154,107.4088
2025-10-23,666.2403,608.3579,244.5787,462.2266,184.3024,80.5656,594.1916,91.7493,59.5892,64.7576,78.8263,41.2026,53.6886,53.7972,39.6781,29.1609,54.76,98.0895,72.7385,94.6389,88.4198,80.8668,108.8012,81.642,77.4265,77.3735,92.7866,24.1511,378.79,44.18,22.0963,73.29,13.0725,89.5713,96.3075,21.2345,59.9676,47.5256,26.9883,89.1637,107.4185
2025-10-24,671.6852,614.8541,247.5662,467.0933,185.218,81.3397,597.3445,91.8943,59.7845,64.8742,79.0947,41.3767,54.0417,54.0519,39.8156,29.1704,54.51,98.1865,72.8356,94.7264,88.4585,80.9155,108.9849,81.7964,77.5233,77.584,93.0628,24.2271,377.52,43.99,22.106,73.18,13.0917,89.8337,96.5337,21.2834,60.0452,47.9223,26.9883,89.1929,107.438
2025-10-27,679.6095,625.8042,248.4297,470.1993,185.8383,82.7784,599.6348,92.5325,60.2239,65.1852,80.0822,41.5701,54.64,54.5025,40.336,29.448,54.72,98.2545,72.8744,94.7264,88.7583,80.896,109.1686,81.8543,77.5136,77.7754,93.3294,24.2841,367.01,42.4,22.0576,73.12,13.0821,90.0864,96.8582,21.3615,60.2587,48.071,26.9593,89.1929,107.4672
2025-10-28,681.4146,630.6165,247.0997,471.9797,184.5879,83.408,594.37,92.4938,60.2142,64.952,80.4657,41.5121,54.6204,54.4731,40.12,29.5915,54.54,98.3128,72.9132,94.8138,88.9904,80.9058,109.1783,81.8447,77.5233,77.6988,93.2246,24.2746,364.38,42.7,21.8545,71.39,12.9377,88.3175,94.8227,20.9316,60.0355,47.8925,26.9399,89.2026,107.4769
2025-10-29,681.7419,633.4562,244.9955,471.2082,183.121,83.7719,590.5924,91.9717,59.8724,64.709,79.7946,41.425,54.9342,54.6298,40.228,29.8403,54.61,97.8468,72.554,94.2017,88.091,80.75,108.5595,81.449,77.3491,77.4596,92.9485,24.1986,363.0,43.23,21.9706,71.8,12.9955,86.0433,92.4233,20.4527,59.5697,48.1503,27.0947,89.2318,107.4672
2025-10-30,674.244,623.7716,243.0204,469.8629,182.7272,82.4561,584.3758,91.5656,59.599,64.3203,79.7754,41.3477,54.3654,54.0617,39.4229,29.7159,54.27,97.6623,72.4278,94.0656,87.5784,80.7597,107.9794,81.2174,77.3008,77.3161,92.7295,24.1796,370.13,44.34,21.9802,71.71,13.034,86.4515,92.8069,20.5407,59.4048,47.6248,27.201,89.2318,107.4769
2025-10-31,676.4556,626.7806,244.3901,470.5159,182.8847,82.8731,587.9352,91.3625,59.5501,64.0578,80.0055,41.2703,54.2379,53.8462,38.9908,29.8308,53.97,97.6041,72.4084,94.1045,87.3173,80.7889,107.5443,81.1112,77.3008,77.3161,92.7295,24.1606,368.12,44.01,22.135,72.56,13.0725,86.675,93.0822,20.6091,59.1913,47.8528,27.2784,89.2512,107.4964
2025-11-03,677.7252,629.7795,243.606,468.3396,182.0183,83.3698,587.6577,91.4012,59.6966,64.0093,80.1877,41.1349,54.5812,53.9638,39.1087,30.1657,54.24,97.4843,72.3246,94.0597,87.0989,80.7919,107.2551,80.9891,77.2784,77.0757,92.4643,24.1148,368.78,43.76,22.2995,72.74,13.2073,86.5486,92.9839,20.57,59.4533,47.714,27.2977,89.2639,107.5266
2025-11-04,669.6917,616.9963,239.3977,465.7975,181.467,81.9793,582.5911,90.4633,58.9056,63.4164,79.4111,40.7964,53.5807,53.2095,38.657,29.8403,54.02,97.533,72.3636,94.1767,87.2931,80.8212,107.4007,81.0473,77.3075,77.0853,92.4452,24.0957,362.32,42.74,22.1447,71.93,13.0917,86.6944,93.1903,20.5993,59.1622,47.2282,27.3847,89.2737,107.5364
2025-11-05,672.0125,621.0117,242.8517,467.9835,182.3432,82.0707,586.3984,91.0434,59.2767,63.9218,79.3824,41.2123,54.0613,53.6797,39.0497,30.7208,54.3,97.27,72.159,93.7283,86.3419,80.7626,107.0804,80.8535,77.2201,77.1622,92.5313,24.1243,366.51,43.65,22.077,71.03,13.0725,86.7722,93.1805,20.6384,59.5406,47.4959,27.3944,89.2834,107.5462
2025-11-06,664.8022,609.4439,238.554,464.195,182.1069,80.7118,581.0245,90.8404,59.0033,63.6496,79.5357,41.2219,53.6592,53.474,39.413,30.6634,53.62,97.6304,72.4415,94.2059,87.1184,80.8602,107.6433,81.1829,77.3464,77.1911,92.5792,24.1434,366.07,43.55,22.106,70.88,13.0917,86.3543,92.6889,20.5505,59.3271,47.2579,27.2494,89.2932,107.5657
2025-11-07,665.4567,607.5209,239.8046,464.7688,183.2785,80.4858,587.737,91.1788,59.1888,63.9509,79.8521,41.4637,53.5023,53.425,39.2167,30.9122,53.75,97.5914,72.4025,94.2449,86.9339,80.8993,107.4298,81.1442,77.3949,77.2584,92.6367,24.1434,368.31,43.92,22.1544,71.26,13.1206,87.6955,94.0753,20.8925,59.822,47.3571,27.23,89.3225,107.6047
2025-11-10,675.8407,620.9618,242.2065,468.6858,184.0858,82.3431,591.4849,92.136,59.9115,64.7771,80.226,42.015,54.4438,54.1401,40.0218,31.3142,54.15,97.5524,72.383,94.1182,86.9145,80.8798,107.488,81.1248,77.3464,77.5181,92.9526,24.2103,378.38,45.79,22.3962,71.68,13.265,87.6469,93.8983,20.8338,60.1131,47.7239,27.2494,89.342,107.6145
2025-11-11,677.3879,619.3079,242.415,474.2153,185.602,82.2169,591.4649,92.8129,60.2825,65.4574,80.2931,42.2181,54.5027,54.1988,40.0218,32.0511,54.74,97.8446,72.5876,94.4106,87.3125,80.9481,107.915,81.4348,77.4823,77.6046,93.1153,24.2485,379.87,46.45,22.5413,72.72,13.342,88.6285,95.0095,21.0586,60.511,47.5157,27.2107,89.3322,107.6145
2025-11-12,677.7648,618.8196,241.8195,477.529,186.4979,81.9793,593.5372,93.364,60.6732,65.9822,80.8588,42.0827,54.5125,54.189,40.1691,31.7927,54.56,97.8057,72.5584,94.4301,87.4677,80.9188,107.8082,81.3186,77.4435,77.4507,92.8951,24.1912,385.99,48.32,22.2898,69.79,13.1784,87.9676,94.2327,20.8827,60.6371,47.7735,27.2204,89.342,107.6242
2025-11-13,666.518,606.1859,235.0206,469.5959,184.6273,80.22,582.3829,92.3681,59.9603,65.5351,79.5837,41.6282,53.875,53.7091,39.9138,31.563,54.2,97.5135,72.3441,94.1571,86.7495,80.87,107.2745,81.0957,77.3464,77.1333,92.4835,24.1052,382.87,47.42,22.1737,69.85,13.1303,86.8888,93.0822,20.6579,60.0258,46.7125,27.143,89.3518,107.634
2025-11-14,666.4089,606.6441,235.7055,466.6877,184.2532,80.3264,581.1732,92.107,59.8822,64.884,80.5136,41.367,53.9044,53.7287,39.3934,31.7544,54.62,97.3966,72.2369,94.0012,86.2545,80.8993,106.9834,80.9601,77.3172,77.1526,92.5122,24.1052,375.96,45.96,22.2221,71.38,13.1495,87.0735,93.2985,20.7166,60.3363,46.5936,27.1817,89.3908,107.6633
2025-11-17,660.2003,601.463,231.0208,461.2671,182.1956,79.6236,570.4057,90.9081,59.1107,64.1064,79.066,41.0478,53.2669,53.1115,38.9515,31.3716,54.65,97.4161,72.2759,94.1084,86.4681,80.8895,107.0513,80.9601,77.3367,77.0276,92.3494,24.0861,371.65,45.47,22.1931,71.3,13.1303,86.3543,92.6692,20.57,60.0161,45.8895,27.2494,89.3908,107.6731
2025-11-18,654.6562,594.1398,231.7254,456.3015,182.1759,78.6235,572.2796,89.7284,58.5052,63.465,77.4457,40.806,53.0021,52.9352,38.7944,31.3046,54.61,97.4745,72.3343,94.2644,86.4389,80.9384,107.0999,81.057,77.3755,77.0468,92.3016,24.0766,374.35,46.1,22.3769,72.5,13.2458,86.7042,93.1019,20.6677,59.7444,45.7706,27.2784,89.4103,107.6926
2025-11-19,657.1853,597.6868,231.6857,456.7566,181.7525,79.1751,572.9737,89.4577,58.3099,63.222,77.3499,40.3611,52.8157,52.8177,38.4017,31.0941,54.83,97.4745,72.3051,94.1961,86.2642,80.9286,107.1096,81.0279,77.3949,77.0853,92.3782,24.0957,374.96,46.45,22.1544,70.88,13.111,86.0238,92.384,20.5114,59.5794,45.9094,27.4524,89.4103,107.7023
2025-11-20,647.1683,583.5385,227.398,453.1362,180.0591,77.5819,563.7924,88.2201,57.5189,62.3667,76.209,39.9839,52.0899,52.1908,37.8813,30.5294,54.72,97.5914,72.4123,94.4203,86.604,80.997,107.2551,81.1248,77.4338,77.0372,92.359,24.0766,374.85,45.78,21.9415,70.15,12.9859,85.6642,92.0694,20.443,59.1913,45.126,27.4718,89.4298,107.7121
2025-11-21,653.6149,587.9225,233.8395,458.1338,182.5401,78.067,577.3659,89.5834,58.3685,63.29,77.8388,40.6803,52.0801,51.985,38.0187,30.6538,54.21,97.8251,72.5876,94.7322,86.866,81.0946,107.6336,81.4155,77.5794,77.2969,92.6367,24.1434,374.27,45.3,21.7964,69.3,12.9185,87.054,93.4854,20.7264,59.5309,46.0581,27.4524,89.4493,107.7511
2025-11-24,663.2351,602.9576,238.1074,459.9859,182.4318,79.1369,582.8092,89.6608,58.6517,63.1345,78.3661,40.5449,52.6294,52.514,38.6373,30.8165,54.22,98.02,72.7142,94.8784,87.361,81.1044,108.0605,81.6189,77.6086,77.5084,92.9047,24.2007,380.2,46.63,21.9028,70.42,12.9666,87.2873,93.6132,20.7459,59.987,46.5836,27.4524,89.4493,107.7609
2025-11-25,669.4735,606.674,243.2983,466.6612,185.1097,80.5639,593.785,90.734,59.2083,64.2133,78.5387,41.1252,52.8157,52.7491,38.8828,31.1515,54.28,98.1758,72.8798,95.1221,87.5842,81.1532,108.3613,81.8321,77.7251,77.7777,93.2685,24.2771,380.08,46.67,21.7867,69.25,12.9088,88.094,94.4883,20.9022,60.3266,47.5752,27.3751,89.4689,107.7707
2025-11-26,674.0952,612.0344,245.4521,469.8008,186.301,81.1337,597.3743,91.7299,59.8431,64.8742,79.8234,41.5798,53.1982,53.0038,38.657,32.032,54.67,98.3316,72.9577,95.2001,87.9725,81.1435,108.7301,81.9871,77.7639,77.8547,93.4121,24.3058,383.12,48.4,22.0189,70.04,13.0821,88.4827,94.9112,21.0097,60.87,47.8925,27.2977,89.4786,107.7902
2025-11-28,677.7747,616.9963,246.8913,472.6037,187.5316,81.5424,600.3289,92.0393,60.1263,65.1075,79.5837,41.7345,53.2767,53.1899,38.8141,32.1659,54.71,98.1953,72.8409,95.0344,87.5551,81.1435,108.5457,81.9193,77.7445,77.8932,93.4887,24.3153,387.88,51.21,22.3092,71.07,13.2361,88.7743,95.2849,21.0781,61.1902,48.1305,27.2784,89.5079,107.8195
2025-12-01,674.6803,614.9238,243.7847,468.7807,186.2222,81.2135,597.0768,91.5849,59.8236,64.8645,79.1235,41.5218,53.2375,53.1409,38.9221,31.965,54.33,97.7712,72.5565,94.5241,86.4652,81.0739,107.9642,81.6392,77.648,77.7531,93.3328,24.2808,389.75,52.52,22.3672,71.06,13.2458,87.7538,94.1933,20.8534,60.7147,47.5554,27.2687,89.5187,107.841
2025-12-02,675.9301,619.7363,243.338,470.7021,185.9269,81.657,594.9154,91.8943,60.0189,65.1658,79.066,41.5991,53.2571,53.0234,38.7748,32.5679,53.88,97.8982,72.6249,94.6023,86.5041,81.1229,108.0324,81.6975,77.6968,77.898,93.4772,24.3192,387.24,53.13,22.2705,70.2,13.188,87.4428,93.8983,20.7948,60.511,47.5355,27.259,89.548,107.8606
2025-12-03,678.2706,621.2508,247.7647,474.8123,187.6399,81.7036,599.0499,92.3874,60.3411,65.6615,79.2002,42.0344,53.2963,52.9548,38.4999,32.7306,53.41,98.0839,72.7324,94.7978,86.7476,81.1719,108.2759,81.8726,77.765,77.9656,93.6216,24.348,386.88,53.07,22.3769,70.66,13.2458,87.6663,94.1737,20.8143,60.5886,48.1106,27.1237,89.5578,107.8802
2025-12-04,678.7665,620.6729,249.9383,474.4756,187.6203,81.7119,601.9847,92.6388,60.4974,65.506,80.1685,41.9957,53.2865,53.0724,38.5981,33.2283,53.76,97.8494,72.5956,94.5045,86.2801,81.1131,108.0811,81.717,77.6968,78.0236,93.6504,24.3576,387.13,51.76,22.4349,71.39,13.2843,87.4525,93.9377,20.7654,60.4819,48.3288,27.1817,89.5676,107.8802
2025-12-05,680.0558,623.2036,248.8962,475.4263,187.4135,82.0823,602.2128,92.6388,60.5853,65.5351,80.2452,41.8022,53.6886,53.2879,39.1676,31.1323,53.97,97.7419,72.5076,94.309,85.8807,81.0837,107.974,81.6392,77.6773,78.0236,93.6504,24.348,386.44,52.95,22.5704,71.92,13.3709,87.3553,93.8787,20.7361,60.1616,48.0611,27.1527,89.5872,107.9194
